packet_count,unique_dst_ips,unique_dst_ports,avg_packet_length,std_packet_length,tcp_ratio,udp_ratio,icmp_ratio,syn_count,packet_rate,label
41,2,458,72.09487762273282,11.008625106774424,0.9403660830222688,0.022174567483051782,0.03745934949467942,33,47.21087418020091,1
22,1,1,825.917723486387,84.3129082550882,0.4353985931724069,0.5079269781483493,0.05667442867924379,5,2.6091820158207417,0
11,2,1,383.14099406390375,108.52481537261427,0.726730356083576,0.2238199987794249,0.04944964513699916,6,13.344702771087714,0
2,4,7,704.552111328245,134.25346854662195,0.5769144568094412,0.3933597305996695,0.029725812590889345,1,3.5784984248409804,0
1,1,1,338.8026206379633,0.0,0.6110948113830191,0.3499573992328288,0.038947789384151964,9,9.399170813613885,0
165,2,255,63.11193044073181,16.057818769424237,0.8571236235850934,0.08229859442970369,0.06057778198520291,37,99.80358018466139,1
29,2,3,293.2528398875547,140.3180050310413,0.45004541219592387,0.4652933372364995,0.0846612505675767,1,18.238895387949395,0
143,1,292,70.83862339001408,17.882613318479475,0.9333200088025816,0.021729225373998025,0.04495076582342039,28,78.79540825343334,1
80,1,290,70.04696523797769,11.66455436682079,0.9408375260204656,0.045746271652231614,0.013416202327302795,107,41.72385391842295,1
3,4,6,574.4549220077081,137.05496141333558,0.5676668470291258,0.3483145251954919,0.08401862777538233,4,1.2200446924995516,0
19,3,6,687.9414983891182,122.9220200926649,0.5197620525775853,0.4415745744439361,0.0386633729784785,2,7.239342362426199,0
288,1,1,210.24509187953163,33.12327494909665,0.920194335566247,0.052297251424935166,0.02750841300881786,47,44.797843546455674,1
76,2,72,65.35897704641333,11.820159184382275,0.8875522428518148,0.07826540918053299,0.03418234796765228,187,27.022836945388377,1
192,1,261,54.7416857248127,8.848346076348465,0.8909048066527507,0.01021260080891119,0.0988825925383381,123,41.6071057771899,1
16,2,2,459.9533329219947,86.05040498556713,0.5588874931353519,0.39166729006478435,0.049445216799863904,2,7.413529215162972,0
70,2,487,77.05638357735023,11.723695372828562,0.891956799184686,0.007683776164013959,0.10035942465130013,140,66.47617419179042,1
19,2,4,473.04002958130417,124.8865054779496,0.5909645239239583,0.346929117165527,0.06210635891051466,3,14.325102974309738,0
234,4,12,254.96410111164602,63.04182982929498,0.6725394964707583,0.27289453816954234,0.05456596535969938,84,192.7596834594284,1
345,1,2,159.00465616859748,35.205775468545426,0.9869854870287563,0.00847665629239475,0.004537856678848987,5,110.00033292444684,1
613,2,2,46.23524568314129,8.005540121766792,0.9662049666462679,0.017672097831084206,0.01612293552264793,649,315.2172041578336,1
326,7,11,277.1504676019594,68.27159717074115,0.7987298303795214,0.1376613360238003,0.06360883359667835,57,134.3301723373099,1
29,3,1,406.8594330681851,99.18651195451677,0.7019419504987362,0.1780428992641675,0.12001515023709629,9,19.89200603101293,0
28,4,1,583.7429117751589,218.0650511393929,0.621572189165385,0.34030587315267885,0.0381219376819361,7,2.247881126346898,0
690,1,10,348.69695270191596,72.95419224959895,0.8084981744203047,0.18140875301703743,0.010093072562657918,24,354.85047599581446,1
8,2,6,455.29778819686203,197.54570856369133,0.6978090932304823,0.2227505557337935,0.07944035103572407,2,8.687278307515966,0
574,2,6,527.0456270180118,43.86345237405651,0.5809926469623168,0.41109783981294995,0.007909513224733431,98,261.5134068300641,1
29,2,7,477.0335149827558,149.67755136563284,0.45773767620838773,0.46529994129534064,0.07696238249627173,4,10.319707887033557,0
605,1,8,52.148334187213244,0.570777352993245,0.9759926827622187,0.013286060968679415,0.010721256269101852,822,126.29479380456857,1
388,1,2,245.48228442551863,30.82054862575831,0.9017972726291092,0.09403302065327382,0.004169706717617095,38,57.088920347656966,1
548,1,9,54.004972307725964,9.002522867867283,0.986652645968129,0.006085849549274503,0.007261504482596608,804,471.25215523960986,1
25,2,1,306.72418124158617,176.42099232865453,0.6876774755999714,0.2414695815685678,0.07085294283146079,7,18.319097436081854,0
25,1,5,160.58200381188794,98.92369271555918,0.6854738616697219,0.22481136854376527,0.08971476978651263,1,14.724216079658543,0
13,4,2,363.215694930105,85.70334276332622,0.6769299145710046,0.275570685535749,0.04749939989324631,1,18.11689772055327,0
29,3,3,452.64778664300144,5.727891358797407,0.628847968290572,0.33996112551325236,0.031190906196175556,6,2.3054017593699037,0
216,2,9,62.409072906842816,4.555336959861737,0.9684673518081339,0.011500862493111576,0.0200317856987545,152,112.26776784703878,1
25,4,2,572.9252707884102,90.78770105729762,0.7267592799214468,0.23767541856861274,0.03556530150994052,6,3.07278095280585,0
35,2,249,80.78696568222925,10.907114990031687,0.957925462722628,0.02070416729830623,0.021370369979065724,104,98.4280329144084,1
7,1,5,74.1345897661555,68.91689974762414,0.42980310381250175,0.46822525917616853,0.10197163701132977,6,9.523167016639908,0
27,4,5,273.62272429348036,69.9809304743832,0.4316675623908148,0.5109483166508464,0.05738412095833885,4,17.28164495870731,0
115,1,2,164.23954881572854,2.7877230438896987,0.9469538155421613,0.03855850982374396,0.0144876746340946,30,50.2852404752474,1
167,2,206,63.2020155673627,3.860361767808649,0.9535942712996087,0.031422521046949356,0.014983207653441896,83,51.89927493266407,1
25,2,4,606.6547205567186,74.998066172536,0.5901469275453669,0.2926930289583672,0.11716004349626598,0,19.46452196147387,0
455,1,5,40.85755699146842,7.290892059570868,0.9631217278512713,0.017601655809918366,0.019276616338810518,232,214.75737821255447,1
7,4,1,625.9275206051179,85.30023956982157,0.5531042317426311,0.36760129734144104,0.07929447091592777,6,15.93617007675304,0
230,8,13,573.4477425425957,0.0,0.7278474803302212,0.20147364202182264,0.0706788776479563,52,430.31459014473444,1
10,2,5,771.4649323852885,0.0,0.7311353213292857,0.22412832065772081,0.044736358012993305,8,18.712174138471905,0
9,4,6,395.1284874818456,81.96347208777969,0.48398381213568464,0.5028338057835589,0.013182382080756535,7,10.57176571811328,0
20,4,3,550.0288895465108,99.3355526063677,0.7111652486730928,0.20833727028399399,0.08049748104291315,3,2.035032031819596,0
13,1,1,555.8631683545009,155.98502002868125,0.750816013884376,0.18033043964303164,0.06885354647259245,1,18.235961780221704,0
14,2,4,755.0248809322286,102.9656382709689,0.5653504425251739,0.2991355599809874,0.13551399749383886,0,6.924584149967519,0
10,4,5,532.7289552005735,123.31988746238062,0.6564813269957451,0.2527665917060178,0.09075208129823716,9,19.741297102314707,0
751,1,9,48.490441961910165,6.4845665628629945,0.9619191461634906,0.019515216604640607,0.018565637231868857,166,174.1396726591447,1
4,4,7,483.4200018565683,132.37037632998846,0.6914858258355185,0.18074349172112755,0.1277706824433539,1,10.374814227155557,0
846,1,4,46.28182663482923,4.626841959538355,0.9814963471914256,0.014529236590112583,0.003974416218461832,296,329.96197262086287,1
13,3,6,543.6227110081113,168.37195215815302,0.6046068662428064,0.3404449870396755,0.05494814671751797,4,11.539926650032054,0
272,1,2,205.82760547589652,30.69128666669081,0.9321984987382046,0.03754598152602551,0.03025551973576978,49,63.88144907918814,1
16,2,7,545.927063014765,54.20940979122377,0.6161608425974006,0.28902854010611817,0.09481061729648119,1,0.5944322358839608,0
790,9,14,243.52910382851562,61.314760969640076,0.604412159283188,0.3697515113010055,0.02583632941580656,30,155.77598883457676,1
12,2,2,369.0900920327234,65.61576896183557,0.6722389510528692,0.25905091012540665,0.0687101388217243,9,10.21575043336026,0
13,3,6,275.50313525542674,97.68992644455173,0.7627357409762847,0.21734753520405664,0.019916723819658633,8,5.695407186129257,0
5,4,3,736.7638117021553,117.49659973722211,0.5420710153887779,0.39248602265294175,0.06544296195828034,3,19.81901549578272,0
149,1,2,236.63565312815973,27.36091972069176,0.9364058260541271,0.023586921167395233,0.04000725277847752,40,149.97223703186702,1
180,2,69,54.11157557923032,5.674105920755002,0.885248278074184,0.021726206236408415,0.09302551568940752,187,66.14368906922208,1
16,1,3,454.3813536005932,139.16351084683646,0.5377658099088276,0.4101510167762538,0.05208317331491857,3,15.591999044153194,0
10,1,2,363.5377855585739,73.39290650190901,0.47023012335540176,0.4440565608363179,0.08571331580828037,3,11.25960604992188,0
735,1,6,55.337633848350805,3.683789456838771,0.9872627252028898,0.004861469523251631,0.007875805273858606,456,253.60114476874514,1
21,3,3,305.31692829910935,117.05898145016782,0.6302550436345881,0.31591503529679554,0.053829921068616435,9,15.498154353100963,0
689,5,3,239.4280034885889,116.56060710715937,0.7215815945312524,0.2587066749965285,0.019711730472219115,32,536.8171697584066,1
99,1,464,59.947778284387994,0.0,0.8539610230657775,0.0787749552566371,0.06726402167758551,86,30.6985782675337,1
18,3,4,367.6127182473249,154.88314057983004,0.657104694345982,0.31029910422621454,0.03259620142780347,0,9.693759521817174,0
92,1,443,83.5601757975434,10.960032290438123,0.9053648200559512,0.028999426213959355,0.06563575373008934,169,67.59727307053154,1
19,2,1,806.3284932298075,95.47064893059432,0.6811333349661004,0.29508079178221525,0.023785873251684426,3,13.679830769701958,0
17,3,6,628.8417677688255,138.2561986971853,0.7263207361591703,0.17148042203974706,0.10219884180108257,4,1.602198446533237,0
7,3,2,776.1853127602595,31.552972164840284,0.7465606482383452,0.17965678054027126,0.07378257122138339,4,10.033264241238241,0
29,3,4,423.0751647871638,134.46034348245382,0.7103461033938949,0.2503822463433186,0.039271650262786555,1,7.325601915106982,0
212,2,2,52.50716338133262,0.0,0.9609406058864783,0.02732985980351984,0.011729534310001828,743,271.65504942445955,1
2,1,6,341.1875485927956,82.83022626378528,0.6984920686115613,0.24517520548705546,0.05633272590138328,4,15.172033126700054,0
207,1,2,121.38702953985458,31.414639153628926,0.9476584036289977,0.027965779173188515,0.024375817197813895,43,35.61747712439556,1
534,2,7,59.36064779348843,0.0,0.966050411637094,0.02511543776951819,0.008834150593387751,69,303.20062796554436,1
3,1,6,216.81737409262428,138.32723758855823,0.5922591040779867,0.3186806723939445,0.08906022352806878,1,1.4279009799378632,0
200,7,5,303.2676128977582,122.43736006471785,0.6170863522643754,0.24628305272117698,0.13663059501444763,65,353.5644740702667,1
5,2,2,270.53169673573416,61.25913681997425,0.7677427176051217,0.2016185757816304,0.03063870661324788,6,15.2345757691422,0
168,1,446,40.0,14.010453525690599,0.8775321581586367,0.06220745841444116,0.06026038342692209,137,75.27552196142251,1
27,3,4,325.8939487543985,46.42105297411512,0.5451828307738881,0.37502857336907036,0.07978859585704155,3,7.701490146467229,0
48,2,371,53.920880367089985,10.029631473492424,0.9153691850359792,0.07131388765206244,0.013316927311958441,33,63.51183870656584,1
18,3,3,710.0799071748878,40.81835516927516,0.5082834157901853,0.4778792447356472,0.013837339474167518,6,0.9595537910728716,0
9,3,1,702.0138041187225,117.03838378637187,0.562525520193093,0.39954255326927735,0.03793192653762966,6,8.012972364260735,0
9,3,6,655.4364544209645,102.852084233948,0.5922168192472064,0.3378481246026272,0.06993505615016651,7,15.612901198175328,0
713,4,4,373.91959068986574,18.171101874855857,0.7658001115157302,0.16129036175286748,0.07290952673140216,35,152.17860046549737,1
202,1,2,178.74607241371766,44.031205475176655,0.8832764386830005,0.08247253652912595,0.034251024787873605,49,79.45882673013222,1
266,1,1,315.6783255958087,28.154739449016887,0.9553967990295734,0.024022701477042534,0.020580499493384072,42,36.336534034874674,1
307,1,1,182.38937882266993,33.22956294911893,0.9417250961182057,0.01887913021599581,0.03939577366579841,25,70.83135248659123,1
156,6,5,40.0,75.67458683055159,0.7055012265258294,0.2409528088638638,0.053545964610306744,82,455.0546190217745,1
8,3,4,444.81690591276464,120.97752209569563,0.7758608023293371,0.17647692741744264,0.04766227025322032,5,19.690978923688316,0
14,3,1,590.3409299781355,113.635420364564,0.6426240424904528,0.2382111448492249,0.11916481266032229,3,7.917207121520122,0
19,4,1,728.1938988512863,97.24576226914606,0.5912325568980228,0.3764864662859698,0.03228097681600742,0,11.165033424154295,0
311,8,9,338.68905340809505,63.21229511766403,0.6317237109755819,0.31832630925103883,0.049949979773379324,18,541.7964491449976,1
275,1,1,302.42555388865446,63.810369605285814,0.9402368215526514,0.05338909354377099,0.006374084903577544,33,137.10441674513555,1
133,1,1,144.49229191592275,20.287629588779676,0.8914668068463765,0.0833601418040175,0.025173051349605943,28,59.77302572770624,1
124,1,1,299.4669976584996,32.48319245078621,0.8814101228824659,0.0915214840697806,0.02706839304775352,34,38.79055036512901,1
10,2,3,126.01946341671754,48.82581068156533,0.6179073580421011,0.30145494012606516,0.08063770183183393,3,7.19228431561217,0
132,1,461,52.36855702977357,16.429317717482846,0.9046881389330956,0.07357420905851288,0.021737652008391516,47,62.110785145587045,1
26,4,2,443.1423544461589,38.01577820659939,0.5408640894881667,0.45209482886029034,0.0070410816515430645,1,16.553604016355553,0
873,2,4,42.425359048612506,6.453043475533148,0.9605472195432317,0.02577206000298275,0.01368072045378559,763,295.047128487555,1
469,1,1,314.1608420754567,20.014711962900165,0.9744168976575106,0.00048533504085025085,0.025097767301639214,17,90.40785058673026,1
29,3,3,40.0,88.16740473183437,0.6751009616478604,0.30600158202608224,0.018897456326057376,4,5.11293368808094,0
13,1,6,222.29795021655167,126.476272216403,0.5593859426468355,0.3775462724446025,0.06306778490856209,4,14.731546917205943,0
277,1,2,229.2884622517343,21.931719411742364,0.960636924060774,0.00817142612578472,0.03119164981344125,44,76.33916384663851,1
729,9,4,418.9366194177063,158.91434788227656,0.5970207733142561,0.35089814883630815,0.05208107784943576,26,438.8592744987287,1
17,1,3,594.5497946951392,113.90046424432501,0.5038757448301093,0.40508996718692947,0.09103428798296131,1,13.89659453772932,0
22,2,424,70.76990072769642,10.178758066417377,0.9075524905896891,0.0031987107716570924,0.08924879863865386,71,93.41275417083723,1
458,1,2,132.8795939787811,24.830052302293474,0.9513279285567199,0.036044354648617875,0.012627716794662226,42,38.40470312633077,1
19,3,3,522.7795143996959,106.38306749217247,0.6371943566818857,0.24493632839679538,0.11786931492131869,8,11.401896020344584,0
14,2,5,678.7184081262922,135.24340408985353,0.4735661216802156,0.4573783225264073,0.06905555579337691,5,2.339327294802807,0
694,1,1,56.544991625027414,4.426117745883988,0.9775968706761203,0.008365042273195816,0.01403808705068388,641,339.35444171806853,1
9,1,4,254.96330028566513,213.74942067682323,0.4155039999124376,0.5015780479361006,0.08291795215146182,1,11.960454938241835,0
294,1,2,250.41972799266244,30.988346655584262,0.8873543195101802,0.07102027639586607,0.04162540409395379,6,40.827837575418144,1
26,1,6,316.55946397367273,171.08732422977462,0.5867610969530513,0.4113953640872555,0.0018435389596930174,5,5.675212744461354,0
3,1,2,218.59029380021087,78.63637091172316,0.7274555777336736,0.21747175314842063,0.05507266911790582,6,2.650624192855652,0
3,1,5,186.06537499430533,42.32145014490952,0.7550931241232363,0.1487916291338545,0.09611524674290933,8,14.4012350219162,0
78,1,1,50.294921822639395,21.095422664741477,0.9099032854493574,0.08488354086077429,0.005213173689868261,37,35.05986198041745,1
13,3,4,428.90166741715973,118.55156079930084,0.6399667831111262,0.28025172769635803,0.07978148919251574,9,13.935354518954131,0
243,1,2,296.72730396308907,49.55667399310201,0.8995315158220337,0.09091785664395942,0.009550627534006886,46,115.70152865368149,1
38,2,452,59.6938714195024,17.363847144409576,0.8698088231151216,0.0750097999560991,0.055181376928779294,145,40.361923224716755,1
26,2,7,735.8100431078532,159.68868291317918,0.7282036095024652,0.2181487193102078,0.05364767118732705,8,4.4183050428731985,0
15,2,4,702.9788684126017,78.30222514637613,0.4270273431355169,0.48075169598736817,0.09222096087711497,1,11.336195156057794,0
19,3,5,751.4169784210692,158.54653892977075,0.7702944379840069,0.13869590588235528,0.09100965613363786,8,5.134944957986216,0
17,1,4,721.4636373031867,35.14022122833592,0.7467776952901196,0.20992432973775368,0.043297974972126646,9,9.698683777423412,0
216,6,6,342.1283275576701,47.31066624588105,0.6683308614469047,0.32265324778339466,0.00901589076970063,27,186.62808403978622,1
2,1,6,377.826444358573,117.38803241134455,0.697221479275143,0.23187652627706007,0.07090199444779706,9,6.236243308406989,0
51,2,164,64.4613701976616,11.05763636466723,0.8916078675305191,0.0835697510739714,0.024822381395509564,37,77.93277714264933,1
28,2,2,419.0649763611623,86.35583486201861,0.6760538931312798,0.3198902647077533,0.004055842160966839,9,17.06369670473628,0
26,4,2,640.5451346542579,0.0,0.7049426163267256,0.293783690475112,0.0012736931981624394,7,14.089872633376885,0
64,2,207,54.79076534984163,2.2954448271195007,0.8589237063495321,0.052318848200386285,0.08875744545008162,75,66.41123358094947,1
696,2,3,55.245097856399454,4.984387652589413,0.9639831874600349,0.02467885630565305,0.011337956234312153,502,450.497133410817,1
525,1,2,256.932625418956,74.78358990229313,0.6846026179666505,0.2661643896905279,0.04923299234282174,62,186.3505011629963,1
4,1,1,622.6348003783136,68.30166871849987,0.7125121765662299,0.24599287872258932,0.04149494471118088,9,15.587849749326601,0
479,1,1,201.34885123213033,18.67193287397489,0.9134081185642101,0.04340532944814115,0.0431865519876489,11,46.67444284784489,1
17,2,2,121.1235608148184,155.76252466408903,0.696625389462751,0.28451609946376416,0.018858511073484845,4,4.599456110170339,0
157,2,2,52.41285718212036,0.0,0.9911107742183171,0.0037347208071106253,0.005154504974572321,877,174.70824603393882,1
9,3,5,631.8616239022655,195.27763335718663,0.6409604266069193,0.2719634458565362,0.08707612753654458,5,15.154911268491878,0
224,1,1,221.59590573905422,35.00236071504533,0.8972345743114465,0.06624565943844701,0.036519766250106535,25,104.92381546706571,1
201,1,2,125.17523720187667,39.331872036801606,0.9129283699462245,0.05716958811100746,0.02990204194276799,39,106.18792267585295,1
29,1,6,371.8632726584454,152.62253158070217,0.6395690703598783,0.29722129496838945,0.06320963467173214,0,17.414270214495925,0
210,1,1,163.80546789491515,0.0,0.8834842960691448,0.07378833064699655,0.04272737328385876,30,27.82774800217781,1
473,1,2,140.44146027906095,55.522823851061794,0.966776984021257,0.005626128156029725,0.027596887822713398,31,53.034327673215266,1
114,2,214,48.96817417706153,5.988677398804489,0.919719128208501,0.05424634132139576,0.026034530470103304,73,54.34612066726629,1
19,2,4,215.20123006079763,131.99798453307665,0.7944502627913965,0.19550787704778252,0.010041860160820959,0,7.701283016069464,0
19,4,6,304.3823247503101,142.01084299820408,0.6597797664655255,0.28272458768878084,0.05749564584569376,3,9.408042190761009,0
15,1,3,345.18170367604546,98.7988436317265,0.6542778939474144,0.27573140483116465,0.06999070122142098,3,6.202444298785353,0
162,1,416,75.71870697944735,2.994391233327769,0.9245057265342231,0.06981036350953337,0.005683909956243536,184,72.58414510764051,1
119,2,91,70.31659828621665,13.14212712400033,0.9793919538984038,0.01589781490278747,0.004710231198808751,97,31.648692982142673,1
3,3,4,766.4063623262467,131.44356272262516,0.5291044887338499,0.4288676213217152,0.042027889944434835,1,0.7997185628213808,0
731,1,7,57.911959539664146,8.490114666731213,0.9647191374249032,0.024426191264418664,0.010854671310678084,103,402.4549072460933,1
181,1,67,60.17808915736076,7.837865044396059,0.9429065003678514,0.022059661204245056,0.0350338384279035,39,55.263841115873554,1
293,1,1,196.80809295428813,26.75226725440165,0.9237727376955142,0.07156740054012234,0.004659861764363528,38,140.34056128967347,1
21,2,199,79.0836733008023,16.452611184356005,0.8910121943125249,0.02564445752833813,0.08334334815913703,187,97.76250911474507,1
26,1,2,293.5042064210255,199.3205288136626,0.629462060794025,0.29135856914508207,0.07917937006089297,2,3.1518761912990234,0
25,1,280,40.0,16.649708525798488,0.8602198415523785,0.0869503090576402,0.05282984938998115,179,57.19028555253873,1
22,2,2,539.5097256100298,143.21826731947976,0.5600077929687831,0.3631276344042923,0.07686457262692457,8,11.284921146155417,0
1,1,6,516.584111861916,0.0,0.7021576376670309,0.2440810438092765,0.05376131852369261,1,8.346389295617037,0
1,3,1,441.0577922311638,202.1521121735159,0.4934747040548483,0.4481188821491088,0.05840641379604302,7,6.2747621191697025,0
293,1,2,130.38577493608025,16.75516272541176,0.9611829255542906,0.03633075763300544,0.0024863168127039095,26,148.3509669740787,1
3,4,2,796.1772581306664,113.5612807099578,0.6046508224870834,0.38125155737177224,0.014097620141144379,1,1.2395847847453219,0
6,3,5,458.14705766711813,119.50627691337985,0.5490094315700238,0.44789074298916254,0.0030998254408136044,8,10.340029211482449,0
21,4,2,781.4476273535527,137.63543468030923,0.5189847718247704,0.43127663774574887,0.049738590429480575,6,3.153182684919063,0
183,6,8,177.49250669918976,46.91677174003547,0.6755054020078415,0.304997093322049,0.019497504670109453,37,136.6503327407745,1
526,2,5,58.4539203200089,5.9853012721395205,0.9684214567040244,0.017762938005243988,0.01381560529073157,539,200.8101971600351,1
103,1,4,56.30076765679131,2.9577576031317125,0.9752778572055513,0.02346369346614203,0.0012584493283066308,780,269.9296526980482,1
16,3,3,770.5479789322192,63.24188449665166,0.5991911323913205,0.3176587530380542,0.08315011457062532,4,14.730181350361125,0
